Id,SalePrice
1461,141611.5
1462,152836.5
1463,167215.4
1464,189509.5
1465,214734.0
1466,181849.8
1467,174759.0
1468,180297.4
1469,189605.25
1470,125991.0
1471,215089.0
1472,89937.89761904762
1473,110007.29761904763
1474,146805.5
1475,151139.0
1476,466095.44
1477,278743.68
1478,336642.9
1479,337584.95
1480,359502.32
1481,288286.21
1482,218183.35
1483,192165.1
1484,187946.91857142857
1485,244001.99
1486,187070.6
1487,356374.66
1488,256778.87
1489,216335.685
1490,172710.66
1491,207086.4
1492,92542.25
1493,207700.45
1494,325921.54
1495,291545.0
1496,205092.78
1497,176361.46666666667
1498,191819.38333333333
1499,155311.9
1500,148656.07714285713
1501,171929.79666666663
1502,159966.9
1503,350411.62
1504,218615.0
1505,185951.0
1506,189872.0
1507,207638.0
1508,210070.7
1509,171497.5
1510,157546.0
1511,162780.0
1512,147129.0
1513,166114.0
1514,133750.0
1515,142575.79
1516,218767.7
1517,147795.0
1518,136748.65
1519,208842.0
1520,139220.0
1521,145912.5
1522,156339.0
1523,117358.45
1524,148301.25
1525,145356.66666666666
1526,145086.5
1527,90249.76
1528,138515.5
1529,139753.5
1530,157722.0
1531,104295.0
1532,94821.46
1533,135753.41857142857
1534,142124.75
1535,131727.0
1536,123745.83
1537,103427.0
1538,238291.0
1539,239711.0
1540,108073.0
1541,149222.0
1542,104583.84
1543,170881.0
1544,104374.96
1545,108484.5
1546,131634.0
1547,114554.0
1548,110990.0
1549,111809.0
1550,133941.5133333333
1551,105306.6
1552,123318.26
1553,140320.49
1554,113343.30333333332
1555,140846.0
1556,132531.87
1557,111079.75
1558,114553.0
1559,85929.0
1560,100153.6
1561,132389.5
1562,123565.83
1563,120230.0
1564,134357.93
1565,156323.0
1566,232903.61
1567,109852.0
1568,229427.15
1569,97911.5
1570,139402.5
1571,108869.9
1572,128540.25
1573,244759.61333333337
1574,146789.0
1575,206224.24
1576,195744.0
1577,212262.98733333335
1578,197705.0
1579,149920.0
1580,212006.6
1581,141702.0
1582,130857.93333333332
1583,293629.65
1584,219394.8
1585,137972.11904761902
1586,85059.49
1587,132018.25
1588,137102.0
1589,123985.0
1590,123839.5
1591,102801.64
1592,107444.0
1593,131066.0
1594,129718.5
1595,103346.0
1596,213611.0
1597,152891.46
1598,241288.15
1599,229356.44
1600,231402.0
1601,60334.97
1602,112507.5
1603,89450.6
1604,248375.0
1605,302805.0
1606,179145.0
1607,188339.0
1608,271416.36
1609,227862.32
1610,161090.0
1611,165283.5
1612,154136.8
1613,157365.0
1614,94821.8
1615,85186.0
1616,86926.0
1617,86785.0
1618,122100.64
1619,193454.0
1620,127986.969
1621,158230.0
1622,140953.0
1623,231930.0
1624,187767.0
1625,144596.33333333334
1626,179406.0
1627,187250.9
1628,290460.28
1629,191220.8
1630,215178.57
1631,239436.0
1632,244225.35
1633,191063.0
1634,184752.5
1635,192549.0
1636,178359.90476190476
1637,175454.0
1638,235936.8
1639,156253.5
1640,236025.4
1641,162128.0
1642,187504.0
1643,218455.0
1644,210014.82
1645,157812.5
1646,168803.5
1647,198738.35
1648,131525.0
1649,130544.0
1650,125523.14
1651,123922.08
1652,97602.66666666669
1653,104660.01666666665
1654,146057.5
1655,160493.75
1656,146633.75
1657,147235.0
1658,147235.0
1659,149556.0
1660,161619.5
1661,421343.49
1662,413443.62
1663,372316.62
1664,429488.58
1665,350216.64
1666,320254.85
1667,355822.91
1668,330916.51
1669,318813.93
1670,431355.07
1671,235765.52
1672,357200.11
1673,297684.58
1674,259743.21
1675,170563.55333333332
1676,149100.16666666663
1677,210747.32
1678,418128.59
1679,308273.87
1680,298085.69
1681,304308.02
1682,324757.36
1683,193579.56666666668
1684,204541.95
1685,174354.52
1686,179454.40166666664
1687,204239.9
1688,182755.0
1689,195092.25
1690,193743.14
